Name,X,Y
ctg7180000067077_Component#_1,-1.9388652,0.5602478
ctg7180000067157_Component#_1,-0.017256107,-0.60586727
ctg7180000067168_Component#_1,-0.5863042,-1.5344206
ctg7180000067168_Component#_2,0.46378878,0.9275819
ctg7180000067180_Component#_1,1.926987,0.15535133
ctg7180000067181_Component#_1,0.37544376,-1.5771421
ctg7180000067183_Component#_1,-1.1243023,-2.6923587
ctg7180000067187_Component#_1,-2.4452481,-2.8844976
ctg7180000067187_Component#_2,-0.23233892,0.44816208
ctg7180000067194_Component#_1,-1.1043872,-0.8022423
ctg7180000067212_Component#_1,0.40042317,-2.439716
ctg7180000067223_Component#_1,1.4003583,-1.3719149
ctg7180000067223_Component#_2,-1.5627729,-0.26516396
ctg7180000067227_Component#_1,2.01514,-1.2413787
ctg7180000067228_Component#_1,-2.180184,0.13209368
ctg7180000067228_Component#_3,-1.8064276,0.75697255
ctg7180000067228_Component#_4,0.8851753,-1.0824026
ctg7180000067233_Component#_1,0.8804318,-0.2771
ctg7180000067238_Component#_1,0.27937478,1.6012971
ctg7180000067238_Component#_2,-1.6245325,-0.74949443
ctg7180000067240_Component#_1,0.9775123,1.2719504
ctg7180000067241_Component#_1,0.94610304,-0.5423651
ctg7180000067243_Component#_1,-0.09934014,0.26715463
ctg7180000067245_Component#_1,-1.1698798,0.5862683
ctg7180000067247_Component#_1,0.31866875,1.604549
ctg7180000067264_Component#_1,2.011447,-1.2507966
ctg7180000067271_Component#_1,-0.8362988,-0.09900525
ctg7180000067271_Component#_2,-0.4295844,0.27405927
ctg7180000067272_Component#_1,0.720577,1.4568073
ctg7180000067272_Component#_2,0.42497623,-2.0227172
ctg7180000067280_Component#_1,-1.3318895,-3.6786113
ctg7180000067280_Component#_2,-1.5385542,1.1207715
ctg7180000067290_Component#_1,0.64894885,-1.3908317
ctg7180000067290_Component#_2,-1.5870594,-0.8880498
ctg7180000067309_Component#_1,0.8765249,-0.2694235
ctg7180000067321_Component#_1,0.9692662,-1.0548954
ctg7180000067325_Component#_1,-1.4326079,-3.6963003
ctg7180000067326_Component#_1,-1.1957786,1.3117391
ctg7180000067344_Component#_1,0.49326897,0.1529569
ctg7180000067361_Component#_1,0.7249499,-0.025693258
ctg7180000067361_Component#_2,-1.087528,-3.8013792
ctg7180000067363_Component#_1,-0.8857467,-2.8980854
ctg7180000067365_Component#_1,1.7609859,-1.7080052
ctg7180000067382_Component#_1,-0.51461333,0.9926865
ctg7180000067382_Component#_2,-1.0023712,-0.9917349
ctg7180000067397_Component#_1,-0.39696476,-1.6045774
ctg7180000067398_Component#_1,0.007079661,-3.9356427
ctg7180000067398_Component#_2,-0.73297733,1.5545841
ctg7180000067403_Component#_1,-1.8489168,0.005531214
ctg7180000067405_Component#_1,-0.050988108,-2.2832422
ctg7180000067411_Component#_1,-0.87563235,-0.12718865
ctg7180000067413_Component#_1,0.62767273,-1.3822465
ctg7180000067416_Component#_1,-2.456359,-2.8671112
ctg7180000067416_Component#_2,-1.1980984,0.5639347
ctg7180000067417_Component#_1,-3.311182,-1.9624723
ctg7180000067417_Component#_2,-0.5251723,-2.0494463
ctg7180000067419_Component#_2,0.25058308,-1.6233472
ctg7180000067423_Component#_1,0.78652275,-1.3650672
ctg7180000067434_Component#_1,1.787369,0.5454247
ctg7180000067441_Component#_1,0.73641545,-1.4496348
ctg7180000067446_Component#_1,0.7114047,-3.7141619
ctg7180000067450_Component#_1,-2.160244,-0.1882088
ctg7180000067453_Component#_1,-0.8893116,-1.2339218
ctg7180000067454_Component#_1,0.73271304,-0.04101921
ctg7180000067454_Component#_2,1.655133,0.791598
ctg7180000067454_Component#_3,1.67889,-1.7761074
ctg7180000067454_Component#_4,-0.0736785,-2.3454938
ctg7180000067457_Component#_3,0.9283333,-0.9126688
ctg7180000067460_Component#_1,-1.9049906,0.58673567
ctg7180000067468_Component#_2,0.15223935,1.0890714
ctg7180000067471_Component#_1,-1.7765633,0.6101697
ctg7180000067511_Component#_1,-1.4528425,-2.2120194
ctg7180000067512_Component#_1,0.8004838,-1.38074
ctg7180000067526_Component#_2,0.2929815,0.22236818
ctg7180000067530_Component#_1,-1.9917256,-1.12895
ctg7180000067530_Component#_2,-0.38230586,0.34042758
ctg7180000067545_Component#_1,0.9281296,-0.9136179
ctg7180000067567_Component#_2,-1.0260985,-1.0470617
ctg7180000067568_Component#_1,2.062696,-0.34838673
ctg7180000067595_Component#_1,0.37762865,-1.5758352
ctg7180000067604_Component#_1,1.1417786,-1.6217167
ctg7180000067612_Component#_1,1.0384946,0.41069448
ctg7180000067635_Component#_1,-0.1974053,-1.7149699
ctg7180000067642_Component#_1,-0.9884534,-1.5953395
ctg7180000067663_Component#_1,0.9842472,-0.6599535
ctg7180000067667_Component#_1,1.8199418,-1.5689323
ctg7180000067710_Component#_1,0.7782065,0.7559239
ctg7180000067739_Component#_2,2.0289044,-0.907261
ctg7180000067742_Component#_1,-0.24573533,-1.6934128
ctg7180000067744_Component#_1,-3.28355,-1.9737478
