X,Y,Name
-1282.568,377.97772,g101
-572.9317,-314.3388,g117
-955.2205,-663.26654,g120
-654.031,-1122.3542,g128
547.23987,-1151.7382,g13
533.5251,463.92703,g137
1212.3434,345.04468,g150
-24.831957,1352.3167,g161
-919.9017,776.6350,g168
-1.6090686,427.34207,g171
256.88202,52.45905,g172
575.21484,1250.692,g173
-517.18207,458.54514,g175
216.38316,-739.54016,g185
901.9928,-713.79596,g186
-266.47406,855.91864,g215
516.49457,-362.83997,g470
1206.1533,-256.22995,g503
-817.343,97.48401,g530
-307.0784,-711.59204,g546
924.4149,813.4515,g563
-275.66562,53.145374,g570
765.7209,46.971214,g572
-61.944183,-1226.2023,g583
-1252.8636,-217.63768,g595
-16.815357,-317.5804,g596
-634.4589,1246.6963,g600
244.5958,844.7496,g74
